,Address,Telephone,Fax_number,Email,Internet,Ofizieller Name,Hauptsitz,Branche,Unternehmensgegenstand,Handelsregister,Rechtsform,Firmengründung,Stammkapital
134,"('S1 Verwaltungs GmbH', 'Bregstrasse 1', '78120', 'Furtwangen')",+49 (07723) 630,,,,S1 Verwaltungs GmbH,Furtwangen,../branchenbuch/branche_74.15.6.php,"HRB 611870, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,,
135,"('S. Siedle + Söhne, Telefon- und Telegrafenwerke Verwaltungsgesellschaft mbH', 'Bregstrasse 1', '78120', 'Furtwangen')",+49 (07723) 630,,,,"S. Siedle + Söhne, Telefon- und Telegrafenwerke Verwaltungsgesellschaft mbH",Furtwangen,../branchenbuch/branche_74.15.php,"HRB 611484, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,,
136,"('Uhrenkabinett Wehrle GmbH', 'Lindenstrasse 2', '78120', 'Furtwangen')",+49 (07723) 5324,+49 (07723) 5463,,,Uhrenkabinett Wehrle GmbH,Furtwangen,../branchenbuch/branche_52.48.5.php,GmbH: Gesellschaft mit beschränkter Haftung,,,,
137,"('Alfons Eschle GmbH + Co. KG', 'Sommerbergstrasse 20', '78120', 'Furtwangen')",+49 (07723) 7306,,,,Alfons Eschle GmbH + Co. KG,Furtwangen,../branchenbuch/branche_70.2.php,"HRA 610884, Amtsgericht Freiburg",GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft,,,
138,"('bau.team Gareis GmbH', 'Marktplatz 2', '78120', 'Furtwangen')",+49 (07723) 913850,,,,bau.team Gareis GmbH,Furtwangen,../branchenbuch/branche_74.24.php,"HRB 611620, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,,
139,"('DreiGe GmbH + Co. Erste Leasing KG', 'Bahnhofstrasse 20', '78120', 'Furtwangen')",,,,,DreiGe GmbH + Co. Erste Leasing KG,Furtwangen,../branchenbuch/branche_65.21.php,"HRA 700279, Amtsgericht Freiburg",GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft,,,
140,"('DreiGe GmbH + Co. Erste Vermietungs- und Verpachtungs KG', 'Bahnhofstrasse 20', '78120', 'Furtwangen')",,,,,DreiGe GmbH + Co. Erste Vermietungs- und Verpachtungs KG,Furtwangen,../branchenbuch/branche_71.34.php,"HRA 700278, Amtsgericht Freiburg",GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft,,,
141,"('DreiGe GmbH + Co. Dritte Leasing KG', 'Bahnhofstrasse 20', '78120', 'Furtwangen')",,,,,DreiGe GmbH + Co. Dritte Leasing KG,Furtwangen,../branchenbuch/branche_71.34.php,"HRA 700281, Amtsgericht Freiburg",GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft,,,
142,"('DreiGe GmbH + Co. Vierte Leasing KG', 'Bahnhofstrasse 20', '78120', 'Furtwangen')",,,,,DreiGe GmbH + Co. Vierte Leasing KG,Furtwangen,../branchenbuch/branche_71.34.php,"HRA 700284, Amtsgericht Freiburg",GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft,,,
143,"('DreiGe GmbH + Co. Zweite Leasing KG', 'Bahnhofstrasse 20', '78120', 'Furtwangen')",,,,,DreiGe GmbH + Co. Zweite Leasing KG,Furtwangen,../branchenbuch/branche_71.34.php,"HRA 700285, Amtsgericht Freiburg",GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft,,,
144,"('Ernst Scherzinger, Beteiligungs- + Verwaltungsgesellschaft mbH', 'Bregstrasse 25', '78120', 'Furtwangen')",+49 (07723) 6506 0,,,,"Ernst Scherzinger, Beteiligungs- + Verwaltungsgesellschaft mbH",Furtwangen,../branchenbuch/branche_74.15.6.php,"HRB 610970, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,,
145,"('Gasthof Zum Kreuz - Inhaber: Fritz Scherzinger', 'Hinterschützenbach 24', '78120', 'Furtwangen')",+49 (07723) 918680,,,,Gasthof Zum Kreuz - Inhaber: Fritz Scherzinger,Furtwangen,../branchenbuch/branche_55.13.php,Fritz Scherzinger,,,,
146,"('Ingo Hermann GmbH + Co. KG', 'Auf dem Moos 4', '78120', 'Furtwangen')",+49 (07723) 6520,,,,Ingo Hermann GmbH + Co. KG,Furtwangen,../branchenbuch/branche_74.25.php,"HRA 610900, Amtsgericht Freiburg",GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft,,,
147,"('Tabak-Glück Georg Glück', 'Marktplatz 12', '78120', 'Furtwangen')",+49 (07723) 7261,+49 (07723) 5234,,,Tabak-Glück Georg Glück,Furtwangen,../branchenbuch/branche_52.26.php,,,,,
148,"('Transportbetonwerk Furtwangen GmbH', 'Auf dem Moos 16', '78120', 'Furtwangen')",+49 (07723) 93300,,,,Transportbetonwerk Furtwangen GmbH,Furtwangen,../branchenbuch/branche_26.63.php,"HRB 611185, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,,
149,"('Alfons Eschle Verwaltungs GmbH', 'Sommerbergstrasse 20', '78120', 'Furtwangen')",+49 (07723) 7306,,,,Alfons Eschle Verwaltungs GmbH,Furtwangen,../branchenbuch/branche_74.15.6.php,"HRB 611818, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,,
150,"('FuBar OHG Lounge + Restaurant', 'Wilhelmstrasse 17', '78120', 'Furtwangen')",+49 (07723) 5049999,,,,FuBar OHG Lounge + Restaurant,Furtwangen,../branchenbuch/branche_55.31.php,OHG: Offene Handelsgesellschaft,,,,
151,"('Hermann Verwaltungsgesellschaft mbH', 'Auf dem Moos 4', '78120', 'Furtwangen')",+49 (07723) 6520,,,,Hermann Verwaltungsgesellschaft mbH,Furtwangen,../branchenbuch/branche_74.15.6.php,"HRB 611670, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,,
152,"('Ingo Hermann Verwaltungs-GmbH', 'Auf dem Moos 4', '78120', 'Furtwangen')",+49 (07723) 6520,,,,Ingo Hermann Verwaltungs-GmbH,Furtwangen,../branchenbuch/branche_74.15.6.php,"HRB 611857, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,,
153,"('Robert Hug - Inhaber: Franz Hug', 'Bahnhofstrasse 7', '78120', 'Furtwangen')",+49 (07723) 7094,+49 (07723) 4191,,,Robert Hug - Inhaber: Franz Hug,Furtwangen,,,,,,
154,"('Transportbeton - Werk Furtwangen GmbH', 'Joseph-Koepfer-Strasse 4', '78120', 'Furtwangen')",+49 (07723) 93300,,,,Transportbeton - Werk Furtwangen GmbH,Furtwangen,../branchenbuch/branche_26.63.php,GmbH: Gesellschaft mit beschränkter Haftung,,,,
155,"('Turnverein 1872 Furtwangen e.V.', 'Katzensteigstrasse 12', '78120', 'Furtwangen')",+49 (07723) 2313,,,,Turnverein 1872 Furtwangen e.V.,Furtwangen,../branchenbuch/branche_91.33.php,e.V.: Eingetragener Verein,,,,
156,"('tw-elektric Grundbesitz Horst Müller KG', 'Am Reibschenberg 8', '78120', 'Furtwangen')",+49 (07723) 93320,,,,tw-elektric Grundbesitz Horst Müller KG,Furtwangen (Ortsteil Rohrbach im Schwarzwald),../branchenbuch/branche_70.32.php,KG: Kommanditgesellschaft,,,,
157,"('Arthur Damm Fachdrogerie + Feinkosthaus', 'Bahnhofstrasse 9', '78120', 'Furtwangen')",+49 (07723) 7309,,,,Arthur Damm Fachdrogerie + Feinkosthaus,Furtwangen,../branchenbuch/branche_52.33.php,,,,,
158,"('Breg-Apotheke Marianne Koepfer Pächter Lothar Hirt', 'Bregstrasse 36', '78120', 'Furtwangen')",+49 (07723) 93430,,,,Breg-Apotheke Marianne Koepfer Pächter Lothar Hirt,Furtwangen,../branchenbuch/branche_52.31.php,,,,,
159,"('Jos. Koepfer + Söhne GmbH', 'Joseph-Koepfer-Strasse 8', '78120', 'Furtwangen')",+49 (07723) 6550,+49 (07723) 655133,,,Jos. Koepfer + Söhne GmbH,Furtwangen,,,,,,
160,"('Otto Ganter GmbH + Co. KG Normteilefabrik', 'Triberger Strasse 3', '78120', 'Furtwangen')",+49 (07723) 65070,+49 (07723) 4659,,,Otto Ganter GmbH + Co. KG Normteilefabrik,Furtwangen,,,,,,
161,"('S. Siedle + Söhne Telefon- + Telegrafenwerke GmbH + Co. KG', 'Bregstrasse 1', '78120', 'Furtwangen')",+49 (07723) 630,+49 (07723) 63300,,,S. Siedle + Söhne Telefon- + Telegrafenwerke GmbH + Co. KG,Furtwangen,,,,,,
162,"('S. Siedle + Söhne Telefon- + Telegrafenwerke Verwaltungsgesellschaft mbH', 'Bregstrasse 1', '78120', 'Furtwangen')",+49 (07723) 630,,,,S. Siedle + Söhne Telefon- + Telegrafenwerke Verwaltungsgesellschaft mbH,Furtwangen,../branchenbuch/branche_74.15.6.php,GmbH: Gesellschaft mit beschränkter Haftung,,,,
163,"('TECS-Prüftechnik GmbH', 'Am Hofrain 17', '78120', 'Furtwangen')",+49 (07723) 2075,+49 (07723) 3354,,,TECS-Prüftechnik GmbH,Furtwangen,,,,,,
164,"('Winbox OEM Production Services GmbH', 'Wilhelmstrasse 13-15', '78120', 'Furtwangen')",+49 (07723) 504560,+49 (07723) 5045699,,,Winbox OEM Production Services GmbH,Furtwangen,,,,,,
165,"('DreiGe GmbH + Co. Erste Vermietungs- + Verpachtungs KG', 'Bahnhofstrasse 20', '78120', 'Furtwangen')",,,,,DreiGe GmbH + Co. Erste Vermietungs- + Verpachtungs KG,Furtwangen,../branchenbuch/branche_71.34.php,GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft,,,,
166,"('Ing. Alfons Eschle Präzisionsdrehteile GmbH', 'Bregstrasse 35', '78120', 'Furtwangen')",+49 (07723) 7306,+49 (07723) 4906,,,Ing. Alfons Eschle Präzisionsdrehteile GmbH,Furtwangen,../branchenbuch/branche_28.62.4.php,"HRB 611494, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,,
167,"('Peter Hummel', 'Bismarckstrasse 43', '78120', 'Furtwangen')",+49 (07723) 91870,+49 (07723) 918716,,,Peter Hummel,Furtwangen,,,,,,
168,"('Sportfreunde Neukirch e.V.', 'Im Mäderstal 1', '78120', 'Furtwangen')",,,,,Sportfreunde Neukirch e.V.,Furtwangen,../branchenbuch/branche_92.62.1.php,e.V.: Eingetragener Verein,,,,
169,"('WSE Unternehmensberatung GmbH', 'Vogt-Dufner-Strasse 9', '78120', 'Furtwangen')",,,,,WSE Unternehmensberatung GmbH,Furtwangen,../branchenbuch/branche_74.14.1.php,GmbH: Gesellschaft mit beschränkter Haftung,,,,
